Hospital Name,City,State,ZIP Code,County Name,Phone Number
MESA VIEW REGIONAL HOSPITAL,MESQUITE,NV,89027,CLARK,7023468040
MOUNTAIN'S EDGE HOSPITAL,LAS VEGAS,NV,89148,CLARK,7025920281
MOUNTAINVIEW HOSPITAL,LAS VEGAS,NV,89128,CLARK,7022555065
NORTH VISTA HOSPITAL,NORTH LAS VEGAS,NV,89030,CLARK,7026575504
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,LAS VEGAS,NV,89148,CLARK,7028802100
SPRING VALLEY HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89118,CLARK,7028533000
ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,HENDERSON,NV,89015,CLARK,7026165000
ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,LAS VEGAS,NV,89113,CLARK,7024928509
ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,HENDERSON,NV,89052,CLARK,7026165000
SUMMERLIN HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89144,CLARK,7022337500
SUNRISE HOSPITAL AND MEDICAL CENTER,LAS VEGAS,NV,89109,CLARK,7027318000
UNIVERSITY MEDICAL CENTER,LAS VEGAS,NV,89102,CLARK,7023832000
VALLEY HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89106,CLARK,7023884000
CARSON VALLEY MEDICAL CENTER,GARDNERVILLE,NV,89410,DOUGLAS,7757821500
NORTHEASTERN NEVADA REGIONAL HOSPITAL,ELKO,NV,89801,ELKO,7757385151
HUMBOLDT GENERAL HOSPITAL,WINNEMUCCA,NV,89445,HUMBOLDT,7756235222
BATTLE MOUNTAIN GENERAL HOSPITAL,BATTE MTN,NV,89820,LANDER,7756352550
GROVER C DILS MEDICAL CENTER,CALIENTE,NV,89008,LINCOLN,7757263171
SOUTH LYON MEDICAL CENTER,YERINGTON,NV,89447,LYON,7757813761
MOUNT GRANT GENERAL HOSPITAL,HAWTHORNE,NV,89415,MINERAL,7029452461
DESERT VIEW REGIONAL MEDICAL CENTER,PAHRUMP,NV,89048,NYE,7757517500
PERSHING GENERAL HOSPITAL,LOVELOCK,NV,89419,PERSHING,7752732621
INCLINE VILLAGE HEALTH CENTER,INCLINE VILLAGE,NV,89451,WASHOE,7758334100
NORTHERN NEVADA MEDICAL CENTER,SPARKS,NV,89434,WASHOE,7753317000
RENOWN REGIONAL MEDICAL CENTER,RENO,NV,89502,WASHOE,7759824100
SAINT MARY'S REGIONAL MEDICAL CENTER,RENO,NV,89503,WASHOE,7757703000
WILLIAM BEE RIRIE HOSPITAL,ELY,NV,89301,WHITE PINE,7752893001
ALBANY MEDICAL CENTER HOSPITAL,ALBANY,NY,12208,ALBANY,5182623000
ALBANY MEMORIAL HOSPITAL,ALBANY,NY,12204,ALBANY,5184713490
ST PETER'S HOSPITAL,ALBANY,NY,12208,ALBANY,5185251550
"CUBA MEMORIAL HOSPITAL, INC",CUBA,NY,14727,ALLEGANY,5859612000
JONES MEMORIAL HOSPITAL,WELLSVILLE,NY,14895,ALLEGANY,5855931100
BRONX-LEBANON HOSPITAL CENTER,BRONX,NY,10456,BRONX,2125887000
JACOBI MEDICAL CENTER,BRONX,NY,10461,BRONX,7189185000
LINCOLN MEDICAL & MENTAL HEALTH CENTER,BRONX,NY,10451,BRONX,7185795000
MONTEFIORE MEDICAL CENTER,BRONX,NY,10467,BRONX,7189204321
NORTH CENTRAL BRONX HOSPITAL,BRONX,NY,10467,BRONX,2125195000
ST BARNABAS HOSPITAL,BRONX,NY,10457,BRONX,2129609000
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",BINGHAMTON,NY,13905,BROOME,6077985111
"UNITED HEALTH SERVICES HOSPITALS, INC",BINGHAMTON,NY,13903,BROOME,6077636000
OLEAN GENERAL HOSPITAL,OLEAN,NY,14760,CATTARAUGUS,7163732600
AUBURN  COMMUNITY  HOSPITAL,AUBURN,NY,13021,CAYUGA,3152557011
BROOKS MEMORIAL HOSPITAL,DUNKIRK,NY,14048,CHAUTAUQUA,7163661111
TLC HEALTH NETWORK,IRVING,NY,14081,CHAUTAUQUA,7165323377
"WESTFIELD MEMORIAL HOSPITAL, INC",WESTFIELD,NY,14787,CHAUTAUQUA,7163264921
WOMAN'S CHRISTIAN ASSOCIATION,JAMESTOWN,NY,14701,CHAUTAUQUA,7164870141
ARNOT OGDEN MEDICAL CENTER,ELMIRA,NY,14905,CHEMUNG,6077374100
"ST JOSEPH'S HOSPITAL, INC",ELMIRA,NY,14902,CHEMUNG,6077336541
"CHENANGO MEMORIAL HOSPITAL, INC",NORWICH,NY,13815,CHENANGO,6073354111
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,PLATTSBURGH,NY,12901,CLINTON,5185627767
COLUMBIA MEMORIAL HOSPITAL,HUDSON,NY,12534,COLUMBIA,5188287601
"CORTLAND REGIONAL MEDICAL CENTER, INC",CORTLAND,NY,13045,CORTLAND,6077563500
"DELAWARE VALLEY HOSPITAL, INC",WALTON,NY,13856,DELAWARE,6078652188
MARGARETVILLE MEMORIAL HOSPITAL,MARGARETVILLE,NY,12455,DELAWARE,8455862631
O'CONNOR HOSPITAL,DELHI,NY,13753,DELAWARE,6077460300
TRI-TOWN REGIONAL HEALTHCARE,SIDNEY,NY,13838,DELAWARE,6075637080
NORTHERN DUTCHESS HOSPITAL,RHINEBECK,NY,12572,DUTCHESS,8458713391
VASSAR BROTHERS MEDICAL CENTER,POUGHKEEPSIE,NY,12601,DUTCHESS,8454548500
BERTRAND CHAFFEE HOSPITAL,SPRINGVILLE,NY,14141,ERIE,7165922871
ERIE COUNTY MEDICAL CENTER,BUFFALO,NY,14215,ERIE,7168983936
KALEIDA HEALTH,BUFFALO,NY,14210,ERIE,7168598620
KENMORE MERCY HOSPITAL,KENMORE,NY,14217,ERIE,7164476100
MERCY HOSPITAL OF BUFFALO,BUFFALO,NY,14220,ERIE,7168267000
SISTERS OF CHARITY HOSPITAL,BUFFALO,NY,14214,ERIE,7168621000
ELIZABETHTOWN COMMUNITY HOSPITAL,ELIZABETHTOWN,NY,12932,ESSEX,5188736377
MOSES-LUDINGTON HOSPITAL,TICONDEROGA,NY,12883,ESSEX,5185853700
ADIRONDACK MEDICAL CENTER,SARANAC LAKE,NY,12983,FRANKLIN,5188914141
ALICE HYDE MEDICAL CENTER,MALONE,NY,12953,FRANKLIN,5184833000
NATHAN LITTAUER HOSPITAL,GLOVERSVILLE,NY,12078,FULTON,5187258621
UNITED MEMORIAL MEDICAL CENTER,BATAVIA,NY,14020,GENESEE,5853436030
LITTLE FALLS HOSPITAL,LITTLE FALLS,NY,13365,HERKIMER,3158235261
"CARTHAGE AREA HOSPITAL, INC",CARTHAGE,NY,13619,JEFFERSON,3154931000
"RIVER HOSPITAL, INC",ALEXANDRIA BAY,NY,13607,JEFFERSON,3154822511
SAMARITAN MEDICAL CENTER,WATERTOWN,NY,13601,JEFFERSON,3157854121
BROOKDALE HOSPITAL MEDICAL CENTER,BROOKLYN,NY,11212,KINGS,7182405966
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,BROOKLYN,NY,11201,KINGS,7182508000
CONEY ISLAND HOSPITAL,BROOKLYN,NY,11235,KINGS,7186163000
INTERFAITH MEDICAL CENTER,BROOKLYN,NY,11213,KINGS,7186134000
KINGS COUNTY HOSPITAL CENTER,BROOKLYN,NY,11203,KINGS,7182453901
KINGSBROOK JEWISH MEDICAL CENTER,BROOKLYN,NY,11203,KINGS,7186045789
MAIMONIDES MEDICAL CENTER,BROOKLYN,NY,11219,KINGS,7182836000
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",BROOKLYN,NY,11229,KINGS,7186925302
NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,BROOKLYN,NY,11215,KINGS,7187803000
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),BROOKLYN,NY,11203,KINGS,7182701000
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,BROOKLYN,NY,11206,KINGS,7189638100
WYCKOFF HEIGHTS MEDICAL CENTER,BROOKLYN,NY,11237,KINGS,7189637272
LEWIS COUNTY GENERAL HOSPITAL,LOWVILLE,NY,13367,LEWIS,3153765200
NICHOLAS H NOYES MEMORIAL HOSPITAL,DANSVILLE,NY,14437,LIVINGSTON,5853356001
"COMMUNITY MEMORIAL HOSPITAL, INC",HAMILTON,NY,13346,MADISON,3158241100
ONEIDA HEALTHCARE,ONEIDA,NY,13421,MADISON,3153636000
HIGHLAND HOSPITAL,ROCHESTER,NY,14620,MONROE,5854732200
MONROE COMMUNITY HOSPITAL,ROCHESTER,NY,14620,MONROE,5857606500
ROCHESTER GENERAL HOSPITAL,ROCHESTER,NY,14621,MONROE,5859224000
STRONG MEMORIAL HOSPITAL,ROCHESTER,NY,14642,MONROE,5852752121
UNITY HOSPITAL OF ROCHESTER,ROCHESTER,NY,14626,MONROE,5857237000
ST MARY'S HOSPITAL AT AMSTERDAM,AMSTERDAM,NY,12010,MONTGOMERY,5188417101
GLEN COVE HOSPITAL,GLEN COVE,NY,11542,NASSAU,5166747300
MERCY MEDICAL CENTER,ROCKVILLE CENTRE,NY,11570,NASSAU,5167052525
NASSAU UNIVERSITY MEDICAL CENTER,EAST MEADOW,NY,11554,NASSAU,5165720123
NORTH SHORE UNIVERSITY HOSPITAL,MANHASSET,NY,11030,NASSAU,5165620100
NYU WINTHROP HOSPITAL,MINEOLA,NY,11501,NASSAU,5166630333
PLAINVIEW HOSPITAL,PLAINVIEW,NY,11803,NASSAU,5167193000
SOUTH NASSAU COMMUNITIES HOSPITAL,OCEANSIDE,NY,11572,NASSAU,5166323000
"ST FRANCIS HOSPITAL, ROSLYN",ROSLYN,NY,11576,NASSAU,5165626000
ST JOSEPH HOSPITAL,BETHPAGE,NY,11714,NASSAU,5165796000
BELLEVUE HOSPITAL CENTER,NEW YORK,NY,10016,NEW YORK,2125614132
HARLEM HOSPITAL CENTER,NEW YORK,NY,10037,NEW YORK,2124918400
HOSPITAL FOR SPECIAL SURGERY,NEW YORK,NY,10021,NEW YORK,2126061000
LENOX HILL HOSPITAL,NEW YORK,NY,10021,NEW YORK,2124392345
METROPOLITAN HOSPITAL CENTER,NEW YORK,NY,10029,NEW YORK,2124236262
MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS,NEW YORK,NY,10003,NEW YORK,2124202000
MOUNT SINAI HOSPITAL,NEW YORK,NY,10029,NEW YORK,2122417981
MOUNT SINAI WEST,NEW YORK,NY,10019,NEW YORK,2125234000
N Y EYE AND EAR INFIRMARY,NEW YORK,NY,10003,NEW YORK,2129794000
NEW YORK-PRESBYTERIAN HOSPITAL,NEW YORK,NY,10065,NEW YORK,2127465454
NYU HOSPITALS CENTER,NEW YORK,NY,10016,NEW YORK,2122637300
ROCKEFELLER UNIVERSITY HOSPITAL,NEW YORK,NY,10021,NEW YORK,2125708000
EASTERN NIAGARA HOSPITAL,LOCKPORT,NY,14094,NIAGARA,7165145700
MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,LEWISTON,NY,14092,NIAGARA,7162974800
NIAGARA FALLS MEMORIAL MEDICAL CENTER,NIAGARA FALLS,NY,14302,NIAGARA,7162784000
FAXTON-ST LUKE'S HEALTHCARE,UTICA,NY,13503,ONEIDA,3157986000
"ROME MEMORIAL HOSPITAL, INC",ROME,NY,13440,ONEIDA,3153387000
ST ELIZABETH MEDICAL CENTER,UTICA,NY,13501,ONEIDA,3157988100
CROUSE HOSPITAL,SYRACUSE,NY,13210,ONONDAGA,3154707449
ST JOSEPH'S HOSPITAL HEALTH CENTER,SYRACUSE,NY,13203,ONONDAGA,3154485111
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,SYRACUSE,NY,13210,ONONDAGA,3154734240
CLIFTON SPRINGS HOSPITAL AND CLINIC,CLIFTON SPRINGS,NY,14432,ONTARIO,3154629561
F F THOMPSON HOSPITAL,CANANDAIGUA,NY,14424,ONTARIO,5853966000
GENEVA GENERAL HOSPITAL,GENEVA,NY,14456,ONTARIO,3157874175
BON SECOURS COMMUNITY HOSPITAL,PORT JERVIS,NY,12771,ORANGE,8458565351
ORANGE REGIONAL MEDICAL CENTER,MIDDLETOWN,NY,10940,ORANGE,8453432424
ST ANTHONY COMMUNITY HOSPITAL,WARWICK,NY,10990,ORANGE,8459862276
ST LUKE'S CORNWALL HOSPITAL,NEWBURGH,NY,12550,ORANGE,8455614400
MEDINA MEMORIAL HOSPITAL,MEDINA,NY,14103,ORLEANS,5857988111
OSWEGO HOSPITAL,OSWEGO,NY,13126,OSWEGO,3153495511
AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONEONTA,NY,13820,OTSEGO,6074322000
MARY IMOGENE BASSETT HOSPITAL,COOPERSTOWN,NY,13326,OTSEGO,6075473456
PUTNAM HOSPITAL CENTER,CARMEL,NY,10512,PUTNAM,9142795711
ELMHURST HOSPITAL CENTER,ELMHURST,NY,11373,QUEENS,7183341141
FLUSHING HOSPITAL MEDICAL CENTER,FLUSHING,NY,11355,QUEENS,7186705000
JAMAICA HOSPITAL MEDICAL CENTER,JAMAICA,NY,11418,QUEENS,7182626000
LONG ISLAND JEWISH MEDICAL CENTER,NEW HYDE PARK,NY,11040,QUEENS,7184707000
NEW YORK-PRESBYTERIAN/QUEENS,FLUSHING,NY,11355,QUEENS,7186702000
QUEENS HOSPITAL CENTER,JAMAICA,NY,11432,QUEENS,7188833000
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,FAR ROCKAWAY,NY,11691,QUEENS,7188697000
BURDETT CARE CENTER,TROY,NY,12180,RENSSELAER,5182713655
SAMARITAN HOSPITAL,TROY,NY,12180,RENSSELAER,5182713300
ST MARY'S HOSPITAL ( TROY ),TROY,NY,12180,RENSSELAER,5182685000
RICHMOND UNIVERSITY MEDICAL CENTER,STATEN ISLAND,NY,10304,RICHMOND,7188181234
STATEN ISLAND UNIVERSITY HOSPITAL,STATEN ISLAND,NY,10305,RICHMOND,7182269000
GOOD SAMARITAN HOSPITAL OF SUFFERN,SUFFERN,NY,10901,ROCKLAND,9143685000
HELEN HAYES HOSPITAL,WEST HAVERSTRAW,NY,10993,ROCKLAND,8457864000
NYACK HOSPITAL,NYACK,NY,10960,ROCKLAND,8453482000
CANTON-POTSDAM HOSPITAL,POTSDAM,NY,13676,SAINT LAWRENCE,3152653300
CLAXTON-HEPBURN MEDICAL CENTER,OGDENSBURG,NY,13669,SAINT LAWRENCE,3153933600
CLIFTON FINE HOSPITAL,STAR LAKE,NY,13690,SAINT LAWRENCE,3158483351
GOUVERNEUR HOSPITAL,GOUVERNEUR,NY,13642,SAINT LAWRENCE,3152871000
MASSENA MEMORIAL HOSPITAL,MASSENA,NY,13662,SAINT LAWRENCE,3157641711
SARATOGA HOSPITAL,SARATOGA SPRINGS,NY,12866,SARATOGA,5185873222
ELLIS HOSPITAL,SCHENECTADY,NY,12308,SCHENECTADY,5182434000
SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,SCHENECTADY,NY,12308,SCHENECTADY,5183863580
COBLESKILL REGIONAL HOSPITAL,COBLESKILL,NY,12043,SCHOHARIE,5182543300
"SCHUYLER HOSPITAL, INC",MONTOUR FALLS,NY,14865,SCHUYLER,6075307121
CORNING HOSPITAL,CORNING,NY,14830,STEUBEN,6079377200
"IRA DAVENPORT MEMORIAL HOSPITAL, INC",BATH,NY,14810,STEUBEN,6077768500
ST JAMES MERCY HOSPITAL,HORNELL,NY,14843,STEUBEN,6073248000
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,PATCHOGUE,NY,11772,SUFFOLK,6316547100
EASTERN LONG ISLAND HOSPITAL,GREENPORT,NY,11944,SUFFOLK,6314771000
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,WEST ISLIP,NY,11795,SUFFOLK,6313763000
HUNTINGTON HOSPITAL,HUNTINGTON,NY,11743,SUFFOLK,6313512000
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,PORT JEFFERSON,NY,11777,SUFFOLK,6314731320
PECONIC BAY MEDICAL CENTER,RIVERHEAD,NY,11901,SUFFOLK,6315486000
SOUTHAMPTON HOSPITAL,SOUTHAMPTON,NY,11968,SUFFOLK,6317268300
SOUTHSIDE HOSPITAL,BAY SHORE,NY,11706,SUFFOLK,6319683000
ST CATHERINE OF SIENA HOSPITAL,SMITHTOWN,NY,11787,SUFFOLK,6318623000
ST CHARLES HOSPITAL,PORT JEFFERSON,NY,11777,SUFFOLK,6314746000
UNIVERSITY HOSPITAL ( STONY BROOK ),STONY BROOK,NY,11794,SUFFOLK,6314444000
CATSKILL REGIONAL MEDICAL CENTER,HARRIS,NY,12742,SULLIVAN,8457943300
CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,CALLICOON,NY,12723,SULLIVAN,8458875530
CAYUGA MEDICAL CENTER AT ITHACA,ITHACA,NY,14850,TOMPKINS,6072744401
ELLENVILLE REGIONAL HOSPITAL,ELLENVILLE,NY,12428,ULSTER,8456476400
HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,KINGSTON,NY,12401,ULSTER,9143313131
HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,KINGSTON,NY,12401,ULSTER,8453382500
GLENS FALLS HOSPITAL,GLENS FALLS,NY,12801,WARREN,5189261000
NEWARK-WAYNE COMMUNITY HOSPITAL,NEWARK,NY,14513,WAYNE,3153322022
BLYTHEDALE CHILDREN'S HOSPITAL,VALHALLA,NY,10595,WESTCHESTER,9145927555
LAWRENCE HOSPITAL CENTER,BRONXVILLE,NY,10708,WESTCHESTER,9147871000
MONTEFIORE MOUNT VERNON HOSPITAL,MOUNT VERNON,NY,10550,WESTCHESTER,9146648000
MONTEFIORE NEW ROCHELLE HOSPITAL,NEW ROCHELLE,NY,10802,WESTCHESTER,9146325000
NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,CORTLANDT MANOR,NY,10567,WESTCHESTER,9147343611
NORTHERN WESTCHESTER HOSPITAL,MOUNT KISCO,NY,10549,WESTCHESTER,9146661200
PHELPS MEMORIAL HOSPITAL ASSN,SLEEPY HOLLOW,NY,10591,WESTCHESTER,9143663000
ST JOHN'S RIVERSIDE HOSPITAL,YONKERS,NY,10701,WESTCHESTER,9149644444
ST JOSEPH'S MEDICAL CENTER,YONKERS,NY,10701,WESTCHESTER,9143787000
WESTCHESTER MEDICAL CENTER,VALHALLA,NY,10595,WESTCHESTER,9142857017
WHITE PLAINS HOSPITAL CENTER,WHITE PLAINS,NY,10601,WESTCHESTER,9146810600
WYOMING COUNTY COMMUNITY HOSPITAL,WARSAW,NY,14569,WYOMING,5857862233
SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,PENN YAN,NY,14527,YATES,3157874175
ADAMS COUNTY REGIONAL MEDICAL CENTER,SEAMAN,OH,45679,ADAMS,9373863400
BLUFFTON HOSPITAL,BLUFFTON,OH,45817,ALLEN,4193589010
INSTITUTE FOR ORTHOPAEDIC SURGERY,LIMA,OH,45804,ALLEN,4192247586
LIMA MEMORIAL HEALTH SYSTEM,LIMA,OH,45804,ALLEN,4199984731
ST RITA'S MEDICAL CENTER,LIMA,OH,45801,ALLEN,4192273361
UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,ASHLAND,OH,44805,ASHLAND,4192890491
ASHTABULA COUNTY MEDICAL CENTER,ASHTABULA,OH,44004,ASHTABULA,4409972262
GLENBEIGH HEALTH SOURCES,ROCK CREEK,OH,44084,ASHTABULA,4405633400
UHHS MEMORIAL HOSPITAL OF GENEVA,GENEVA,OH,44041,ASHTABULA,4404661141
UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER,CONNEAUT,OH,44030,ASHTABULA,4405931131
OHIOHEALTH O'BLENESS HOSPITAL,ATHENS,OH,45701,ATHENS,7405929233
GRAND LAKE HEALTH SYSTEM,SAINT MARYS,OH,45885,AUGLAIZE,4193943335
"BARNESVILLE HOSPITAL ASSOCIATION, INC",BARNESVILLE,OH,43713,BELMONT,7404255101
BELMONT COMMUNITY HOSPITAL,BELLAIRE,OH,43906,BELMONT,7406711200
EAST OHIO REGIONAL HOSPITAL,MARTINS FERRY,OH,43935,BELMONT,7406331100
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,HAMILTON,OH,45013,BUTLER,5138672000
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,OXFORD,OH,45056,BUTLER,5135232111
MERCY HOSPITAL FAIRFIELD,FAIRFIELD,OH,45014,BUTLER,5138707197
"WEST CHESTER HOSPITAL, LLC",WEST CHESTER,OH,45069,BUTLER,5132983000
MERCY MEMORIAL HOSPITAL,URBANA,OH,43078,CHAMPAIGN,9376535231
"OHIO VALLEY MEDICAL CENTER, LLC",SPRINGFIELD,OH,45502,CLARK,9375213900
SPRINGFIELD REGIONAL MEDICAL CENTER,SPRINGFIELD,OH,45504,CLARK,9375231000
MERCY HOSPITAL CLERMONT,BATAVIA,OH,45103,CLERMONT,5137328278
CLINTON MEMORIAL HOSPITAL,WILMINGTON,OH,45177,CLINTON,9373826611
EAST LIVERPOOL CITY HOSPITAL,EAST LIVERPOOL,OH,43920,COLUMBIANA,3303857200
SALEM REGIONAL MEDICAL CENTER,SALEM,OH,44460,COLUMBIANA,3303321551
COSHOCTON REGIONAL MEDICAL CENTER,COSHOCTON,OH,43812,COSHOCTON,7406234144
BUCYRUS COMMUNITY HOSPITAL,BUCYRUS,OH,44820,CRAWFORD,4195624677
GALION COMMUNITY HOSPITAL,GALION,OH,44833,CRAWFORD,4194684841
CLEVELAND CLINIC,CLEVELAND,OH,44195,CUYAHOGA,2164442200
CLEVELAND CLINIC CHILDREN'S HOSPITAL FOR REHAB,CLEVELAND,OH,44104,CUYAHOGA,2167216400
EUCLID HOSPITAL,EUCLID,OH,44119,CUYAHOGA,2165319000
FAIRVIEW HOSPITAL,CLEVELAND,OH,44111,CUYAHOGA,2164767000
HILLCREST HOSPITAL,MAYFIELD HEIGHTS,OH,44124,CUYAHOGA,4403124500
LUTHERAN HOSPITAL,CLEVELAND,OH,44113,CUYAHOGA,2166964300
MARYMOUNT HOSPITAL,GARFIELD HEIGHTS,OH,44125,CUYAHOGA,2165810500
METROHEALTH SYSTEM,CLEVELAND,OH,44109,CUYAHOGA,2167787089
PARMA COMMUNITY GENERAL HOSPITAL,PARMA,OH,44129,CUYAHOGA,4407433000
RAINBOW BABIES AND CHILDRENS HOSPITAL,CLEVELAND,OH,44106,CUYAHOGA,2168441000
SOUTH POINTE HOSPITAL,WARRENSVILLE HEIGHTS,OH,44122,CUYAHOGA,2164916000
SOUTHWEST GENERAL HEALTH CENTER,MIDDLEBURG HEIGHTS,OH,44130,CUYAHOGA,4408168000
ST JOHN MEDICAL CENTER,WESTLAKE,OH,44145,CUYAHOGA,4408358000
ST VINCENT CHARITY MEDICAL CENTER,CLEVELAND,OH,44115,CUYAHOGA,2168616200
UH CLEVELAND MEDICAL CENTER,CLEVELAND,OH,44106,CUYAHOGA,2168441000
UHHS RICHMOND HEIGHTS HOSPITAL,RICHMOND HEIGHTS,OH,44143,CUYAHOGA,4405856170
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,BEACHWOOD,OH,44122,CUYAHOGA,2165935510
WAYNE HOSPITAL,GREENVILLE,OH,45331,DARKE,9375475722
COMMUNITY MEMORIAL HOSPITAL,HICKSVILLE,OH,43526,DEFIANCE,4195426692
DEFIANCE REGIONAL MEDICAL CENTER,DEFIANCE,OH,43512,DEFIANCE,4197836955
MERCY HOSPITAL OF DEFIANCE,DEFIANCE,OH,43512,DEFIANCE,4197828444
GRADY MEMORIAL HOSPITAL,DELAWARE,OH,43015,DELAWARE,7403685145
FIRELANDS REGIONAL MEDICAL CENTER,SANDUSKY,OH,44870,ERIE,4195577400
DILEY RIDGE MEDICAL CENTER,CANAL WINCHESTER,OH,43110,FAIRFIELD,6148387910
FAIRFIELD MEDICAL CENTER,LANCASTER,OH,43130,FAIRFIELD,7406878009
FAYETTE COUNTY MEMORIAL HOSPITAL,WASHINGTON CH,OH,43160,FAYETTE,7403331210
DOCTORS HOSPITAL,COLUMBUS,OH,43228,FRANKLIN,6145441000
DUBLIN METHODIST HOSPITAL,DUBLIN,OH,43016,FRANKLIN,6145448000
GRANT MEDICAL CENTER,COLUMBUS,OH,43215,FRANKLIN,6145669978
MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,NEW ALBANY,OH,43054,FRANKLIN,6147756600
MOUNT CARMEL ST ANN'S,WESTERVILLE,OH,43081,FRANKLIN,6148984000
MOUNT CARMEL WEST,COLUMBUS,OH,43222,FRANKLIN,6142345000
NATIONWIDE CHILDREN'S HOSPITAL,COLUMBUS,OH,43205,FRANKLIN,6147222000
OHIO STATE UNIVERSITY HOSPITALS,COLUMBUS,OH,43210,FRANKLIN,6142939700
RIVERSIDE METHODIST HOSPITAL,COLUMBUS,OH,43214,FRANKLIN,6145665000
"WOODS AT PARKSIDE,THE",COLUMBUS,OH,43230,FRANKLIN,6144712552
FULTON COUNTY HEALTH CENTER,WAUSEON,OH,43567,FULTON,4193352015
HOLZER MEDICAL CENTER,GALLIPOLIS,OH,45631,GALLIA,7404465000
UH GEAUGA MEDICAL CENTER,CHARDON,OH,44024,GEAUGA,4402696000
GREENE MEMORIAL HOSPITAL,XENIA,OH,45385,GREENE,9373522000
SOIN MEDICAL CENTER,BEAVER CREEK,OH,45431,GREENE,9377024000
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,CAMBRIDGE,OH,43725,GUERNSEY,7404398000
BETHESDA NORTH,CINCINNATI,OH,45242,HAMILTON,5138651241
CHRIST HOSPITAL,CINCINNATI,OH,45219,HAMILTON,5135852000
CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,CINCINNATI,OH,45229,HAMILTON,5136363333
GOOD SAMARITAN HOSPITAL,CINCINNATI,OH,45220,HAMILTON,5138622601
"JEWISH HOSPITAL, LLC",CINCINNATI,OH,45236,HAMILTON,5136863000
MERCY HEALTH - WEST HOSPITAL,CINCINNATI,OH,45211,HAMILTON,5132155000
MERCY HOSPITAL ANDERSON,CINCINNATI,OH,45255,HAMILTON,5136244006
SHRINERS HOSPITALS FOR CHILDREN - CINCINNATI,CINCINNATI,OH,45229,HAMILTON,5138726000
TRIHEALTH EVENDALE HOSPITAL,CINCINNATI,OH,45241,HAMILTON,5134542222
"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",CINCINNATI,OH,45219,HAMILTON,5135841000
BLANCHARD VALLEY HOSPITAL,FINDLAY,OH,45840,HANCOCK,4194234500
HARDIN MEMORIAL HOSPITAL,KENTON,OH,43326,HARDIN,4196730761
HARRISON COMMUNITY HOSPITAL,CADIZ,OH,43907,HARRISON,7409424631
"HENRY COUNTY HOSPITAL, INC",NAPOLEON,OH,43545,HENRY,4195924015
GREENFIELD AREA MEDICAL CENTER,GREENFIELD,OH,45123,HIGHLAND,9379819400
HIGHLAND DISTRICT HOSPITAL,HILLSBORO,OH,45133,HIGHLAND,9373936100
HOCKING VALLEY COMMUNITY HOSPITAL,LOGAN,OH,43138,HOCKING,7403808000
POMERENE HOSPITAL,MILLERSBURG,OH,44654,HOLMES,3306741015
FISHER-TITUS HOSPITAL,NORWALK,OH,44857,HURON,4196688101
MERCY WILLARD HOSPITAL,WILLARD,OH,44890,HURON,4199645000
HOLZER MEDICAL CENTER JACKSON,JACKSON,OH,45640,JACKSON,7403958500
TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,STEUBENVILLE,OH,43952,JEFFERSON,7402837000
