Hospital Name,City,State,ZIP Code,County Name,Phone Number,Mortality,P,PSI,Spending
BRONSON LAKEVIEW HOSPITAL,PAW PAW,MI,49079,VAN BUREN,2696571400,1.00437486,1.557709924,0,-1355.322519
BRONSON SOUTH HAVEN HOSPITAL,SOUTH HAVEN,MI,49090,VAN BUREN,2696375271,0.69222561,1.317709924,0.024928589,-743.8225191
FOREST HEALTH MEDICAL CENTER,YPSILANTI,MI,48198,WASHTENAW,7345474700,-0.336560265,2.377709924,-0.145414411,633.9274809
ST JOSEPH MERCY CHELSEA,CHELSEA,MI,48118,WASHTENAW,7344753911,1.26153636,2.917709924,-0.103042411,104.1774809
ST JOSEPH MERCY HOSPITAL,ANN ARBOR,MI,48106,WASHTENAW,7347123456,3.75671316,0.157709924,0.196682589,359.9274809
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,ANN ARBOR,MI,48109,WASHTENAW,7347641505,9.930166485,-0.582290076,-0.338132411,623.1774809
BEAUMONT HOSPITAL - DEARBORN,DEARBORN,MI,48124,WAYNE,3135937125,9.15801966,-0.482290076,-0.155630411,1721.927481
BEAUMONT HOSPITAL - TAYLOR,TAYLOR,MI,48180,WAYNE,3132955253,5.12124646,0.197709924,-0.145987411,2404.427481
BEAUMONT HOSPITAL - TRENTON,TRENTON,MI,48183,WAYNE,7346713800,0.324212785,-0.042290076,-0.081101411,547.6774809
BEAUMONT HOSPITAL - WAYNE,WAYNE,MI,48184,WAYNE,7344674175,1.97769411,-1.642290076,-0.038233411,2441.427481
"BEAUMONT HOSPITAL, GROSSE POINTE",GROSSE POINTE,MI,48230,WAYNE,3133431000,11.71479596,0.357709924,-0.157809411,1048.177481
CHILDREN'S HOSPITAL OF MICHIGAN,DETROIT,MI,48201,WAYNE,3137455437,-0.63709074,-1.622290076,0,633.9274809
DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,DETROIT,MI,48201,WAYNE,3137453104,-0.79611534,-2.422290076,0.152190589,1883.427481
GARDEN CITY HOSPITAL,GARDEN CITY,MI,48135,WAYNE,7344213300,2.43953811,-1.482290076,-0.279343411,2989.427481
HARPER UNIVERSITY HOSPITAL,DETROIT,MI,48201,WAYNE,3137456211,10.60501321,-1.402290076,0.136293589,1015.427481
HENRY FORD HOSPITAL,DETROIT,MI,48202,WAYNE,3139162600,4.515829985,-1.342290076,0.294721589,547.9274809
HENRY FORD WYANDOTTE HOSPITAL,WYANDOTTE,MI,48192,WAYNE,7342466000,5.38043451,-1.482290076,0.298432589,1353.177481
KARMANOS CANCER CENTER,DETROIT,MI,48201,WAYNE,8005766266,2.295019585,0.937709924,0.020616589,-1024.322519
SINAI-GRACE HOSPITAL,DETROIT,MI,48235,WAYNE,3139663300,5.58830871,-3.122290076,0.172258589,706.9274809
ST JOHN HOSPITAL AND MEDICAL CENTER,DETROIT,MI,48236,WAYNE,3133434000,-2.312206765,-1.622290076,-0.164493411,1115.677481
ST MARY MERCY HOSPITAL,LIVONIA,MI,48154,WAYNE,7346554800,2.40657501,-0.362290076,-0.104794411,640.1774809
MUNSON HEALTHCARE CADILLAC HOSPITAL,CADILLAC,MI,49601,WEXFORD,2318767200,4.345045385,0.677709924,-0.081181411,-475.8225191
RIVERWOOD HEALTHCARE CENTER,AITKIN,MN,56431,AITKIN,2189275501,1.867832503,1.809770992,0,-1389.703846
MERCY HOSPITAL,COON RAPIDS,MN,55433,ANOKA,7622368100,5.457019403,1.109770992,-0.271384226,-624.4538462
UNITY HOSPITAL,FRIDLEY,MN,55432,ANOKA,7632365000,-0.835758822,-2.090229008,-0.037809226,111.5461538
ESSENTIA HEALTH ST MARYS - DETROIT LAKES,DETROIT LAKES,MN,56501,BECKER,2188470888,1.932771503,-0.230229008,0.102279774,-584.2038462
RED LAKE HOSPITAL A,REDLAKE,MN,56671,BELTRAMI,2186793912,-0.615440697,-2.090229008,0.027976774,699.0461538
SANFORD BEMIDJI MEDICAL CENTER,BEMIDJI,MN,56601,BELTRAMI,2187515430,3.662150828,-2.390229008,0.288688774,-1454.453846
ESSENTIA HEALTH HOLY TRINITY HOSPITAL,GRACEVILLE,MN,56240,BIG STONE,3207488200,-0.615440697,-2.090229008,0,699.0461538
ORTONVILLE AREA HEALTH SERVICES,ORTONVILLE,MN,56278,BIG STONE,3208392502,-0.875402397,0.429770992,0,-698.4538462
MAYO CLINIC HEALTH SYSTEM - MANKATO,MANKATO,MN,56001,BLUE EARTH,5073852646,2.727639628,-1.030229008,-0.073626226,520.5461538
MAYO CLINIC HEALTH SYSTEM - SPRINGFIELD,SPRINGFIELD,MN,56087,BROWN,5077236201,0.944329503,1.589770992,0,-731.9538462
NEW ULM MEDICAL CENTER,NEW ULM,MN,56073,BROWN,5072175000,0.940343903,0.489770992,0,-39.45384615
SLEEPY EYE MUNICIPAL HOSPITAL,SLEEPY EYE,MN,56085,BROWN,5077943571,0.045008003,2.869770992,0,-1246.703846
COMMUNITY MEMORIAL HOSPITAL,CLOQUET,MN,55720,CARLTON,2188794641,-2.894071197,1.309770992,0,719.5461538
MERCY HOSPITAL,MOOSE LAKE,MN,55767,CARLTON,2184854481,5.457019403,1.109770992,-0.271384226,-624.4538462
RIDGEVIEW MEDICAL CENTER,WACONIA,MN,55387,CARVER,9524422191,-0.299496572,0.589770992,0.095426774,-848.9538462
CASS LAKE INDIAN HEALTH SERVICES HOSPITAL,CASS LAKE,MN,56633,CASS,2183353200,-0.615440697,-2.090229008,0,699.0461538
CHIPPEWA COUNTY HOSPITAL,MONTEVIDEO,MN,56265,CHIPPEWA,3203218100,-2.493452597,-1.150229008,0,-1450.453846
FAIRVIEW LAKES MEDICAL CENTER,WYOMING,MN,55092,CHISAGO,7633896481,2.151646403,0.249770992,-0.001384226,-614.7038462
SANFORD BAGLEY MEDICAL CENTER,BAGLEY,MN,56621,CLEARWATER,2186946501,-0.615440697,-0.130229008,0,699.0461538
NORTH SHORE HEALTH,GRAND MARAIS,MN,55604,COOK,2183873040,-0.615440697,-2.090229008,0,699.0461538
SANFORD WESTBROOK MEDICAL CENTER,WESTBROOK,MN,56183,COTTONWOOD,5072741150,-0.615440697,-2.090229008,0,699.0461538
WINDOM AREA HOSPITAL,WINDOM,MN,56101,COTTONWOOD,5078312400,-1.048710197,2.649770992,0,-383.7038462
CUYUNA REGIONAL MEDICAL CENTER,CROSBY,MN,56441,CROW WING,2185467000,-2.449061097,0.009770992,0,-1.703846154
ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,BRAINERD,MN,56401,CROW WING,2188292861,6.457351678,0.269770992,0.062868774,-1369.453846
FAIRVIEW RIDGES HOSPITAL,BURNSVILLE,MN,55337,DAKOTA,9528922000,1.284156978,-0.450229008,-0.126853226,-378.4538462
NORTHFIELD HOSPITAL,NORTHFIELD,MN,55057,DAKOTA,5076461001,-0.215461647,0.649770992,0.088817774,-1150.703846
REGINA HOSPITAL,HASTINGS,MN,55033,DAKOTA,6514804100,-1.386323972,0.089770992,0.007742774,350.2961538
DOUGLAS COUNTY HOSPITAL,ALEXANDRIA,MN,56308,DOUGLAS,3207621511,0.841955528,0.189770992,-0.122335226,446.2961538
UNITED HOSPITAL DISTRICT,BLUE EARTH,MN,56013,FARIBAULT,5075263273,-2.211635897,1.069770992,0,1254.796154
MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,ALBERT LEA,MN,56007,FREEBORN,5073776452,1.856029203,-0.590229008,-0.001384226,-804.4538462
MAYO CLINIC HEALTH SYSTEM - CANNON FALLS,CANNON FALLS,MN,55009,GOODHUE,5072636000,-0.268825097,2.169770992,0,699.0461538
MAYO CLINIC HEALTH SYSTEM IN RED WING,RED WING,MN,55066,GOODHUE,6512675000,-1.546851522,1.029770992,-0.020851226,-64.45384615
PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES,ELBOW LAKE,MN,56531,GRANT,2186857300,-0.008863397,-2.090229008,0,699.0461538
ABBOTT NORTHWESTERN HOSPITAL,MINNEAPOLIS,MN,55407,HENNEPIN,6128634000,4.500877903,-1.310229008,-0.015178226,-8.953846154
CHILDREN'S HOSPITALS & CLINICS OF MN,MINNEAPOLIS,MN,55404,HENNEPIN,6128136112,-0.615440697,-2.090229008,0,699.0461538
FAIRVIEW SOUTHDALE HOSPITAL,EDINA,MN,55435,HENNEPIN,9529245100,1.992985328,-0.230229008,-0.136537226,553.0461538
HENNEPIN COUNTY MEDICAL CENTER 1,MINNEAPOLIS,MN,55415,HENNEPIN,6128733629,1.517284228,-3.090229008,-0.007186226,1098.046154
MAPLE GROVE HOSPITAL,MAPLE GROVE,MN,55369,HENNEPIN,7635811000,4.050594803,0.289770992,0.141316774,-582.4538462
NORTH MEMORIAL MEDICAL CENTER,ROBBINSDALE,MN,55422,HENNEPIN,7635205200,-3.818925197,-1.850229008,0.249160774,-183.7038462
PARK NICOLLET METHODIST HOSPITAL,SAINT LOUIS PARK,MN,55426,HENNEPIN,9529935000,4.720028378,-0.830229008,0.016906774,413.2961538
PHILLIPS EYE INSTITUTE,MINNEAPOLIS,MN,55404,HENNEPIN,6127758815,-0.615440697,-2.090229008,-0.004921226,699.0461538
SHRINERS HOSPITALS FOR CHILDREN - TWIN CITIES,MINNEAPOLIS,MN,55414,HENNEPIN,6125966100,-0.615440697,-2.090229008,0,699.0461538
"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",MINNEAPOLIS,MN,55454,HENNEPIN,6122733000,2.174885403,-1.490229008,-0.069754226,1915.546154
ST JOSEPHS AREA  HEALTH SERVICES,PARK RAPIDS,MN,56470,HUBBARD,2187323311,-4.737984597,0.489770992,-0.047618226,-1194.203846
CAMBRIDGE MEDICAL CENTER,CAMBRIDGE,MN,55008,ISANTI,7636897700,0.638164103,0.869770992,0.037083774,49.04615385
BIGFORK VALLEY HOSPITAL,BIGFORK,MN,56628,ITASCA,2187433177,-0.615440697,4.629770992,0,1946.546154
DEER RIVER HEALTHCARE CENTER,DEER RIVER,MN,56636,ITASCA,2182462900,-0.182171197,1.169770992,0,-1016.703846
GRAND ITASCA CLINIC AND HOSPITAL,GRAND RAPIDS,MN,55744,ITASCA,2183263401,-2.520322072,1.609770992,-0.020122226,-123.4538462
SANFORD JACKSON MEDICAL CENTER,JACKSON,MN,56143,JACKSON,5078472420,-1.308671897,-2.090229008,0,-553.9538462
FIRSTLIGHT HEALTH SYSTEM,MORA,MN,55051,KANABEC,3206791212,-0.353218297,0.569770992,0,-1143.453846
RICE MEMORIAL HOSPITAL,WILLMAR,MN,56201,KANDIYOHI,3202314227,1.173123403,-0.630229008,0.113310774,297.5461538
KITTSON MEMORIAL HOSPITAL,HALLOCK,MN,56728,KITTSON,2188433612,-0.615440697,-2.090229008,0,699.0461538
RAINY LAKE MEDICAL CENTER,INTERNATIONAL FALLS,MN,56649,KOOCHICHING,2182834481,-0.796033497,-0.930229008,0,699.0461538
JOHNSON MEMORIAL HOSPITAL,DAWSON,MN,56232,LAC QUI PARLE,3207694323,-1.707719297,0.769770992,0.055116774,699.0461538
MADISON HOSPITAL,MADISON,MN,56256,LAC QUI PARLE,3205987536,-0.008863397,0.849770992,0,-380.4538462
LAKE VIEW MEMORIAL HOSPITAL,TWO HARBORS,MN,55616,LAKE,2188347300,-0.788748497,2.129770992,0,-420.7038462
LAKEWOOD HEALTH CENTER,BAUDETTE,MN,56623,LAKE OF THE WOODS,2186342120,-0.615440697,-2.090229008,0,699.0461538
MINNESOTA VALLEY HEALTH CENTER  INC,LE SUEUR,MN,56058,LE SUEUR,5076653375,-0.615440697,-2.090229008,0,699.0461538
AVERA TYLER HOSPITAL,TYLER,MN,56178,LINCOLN,5072475521,-0.615440697,3.909770992,0,699.0461538
HENDRICKS COMMUNITY HOSPITAL,HENDRICKS,MN,56136,LINCOLN,5072753134,-0.615440697,-2.090229008,0,699.0461538
AVERA MARSHALL REGIONAL MEDICAL CTR,MARSHALL,MN,56258,LYON,5075329661,-1.236587997,-1.210229008,0,-129.7038462
SANFORD TRACY MEDICAL CENTER,TRACY,MN,56175,LYON,5076298400,-0.434847897,-2.090229008,0,468.7961538
MAHNOMEN HEALTH CENTER,MAHNOMEN,MN,56557,MAHNOMEN,2189352511,-0.615440697,-2.090229008,0,699.0461538
NORTH VALLEY HEALTH CENTER,WARREN,MN,56762,MARSHALL,2187454211,-0.615440697,-2.090229008,0,699.0461538
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,FAIRMONT,MN,56031,MARTIN,5072388101,-2.928310447,-0.870229008,-0.016545226,302.5461538
GLENCOE REGIONAL HEALTH SERVICES,GLENCOE,MN,55336,MCLEOD,3208643121,0.897743103,0.789770992,0,-943.9538462
HUTCHINSON HEALTH,HUTCHINSON,MN,55350,MCLEOD,3202345000,2.140289678,0.789770992,-0.016539226,245.5461538
MEEKER MEMORIAL HOSPITAL,LITCHFIELD,MN,55355,MEEKER,3206934507,-1.655287497,1.289770992,0,-1019.453846
MILLE LACS HEALTH SYSTEM,ONAMIA,MN,56359,MILLE LACS,3205323154,0.186299403,-0.790229008,0,-1888.703846
ST GABRIELS HOSPITAL,LITTLE FALLS,MN,56345,MORRISON,3206325441,-0.702094597,0.589770992,0,182.7961538
MURRAY COUNTY MEMORIAL HOSPITAL,SLAYTON,MN,56172,MURRAY,5078366111,-0.287037597,3.029770992,0,-775.4538462
RIVER'S EDGE HOSPITAL & CLINIC,ST PETER,MN,56082,NICOLLET,5079347602,-0.615440697,1.589770992,0,1521.046154
SANFORD WORTHINGTON MEDICAL CENTER,WORTHINGTON,MN,56187,NOBLES,5073723110,2.953615253,-0.570229008,-0.022077226,131.5461538
ESSENTIA HEALTH ADA,ADA,MN,56510,NORMAN,2187845000,-0.615440697,-2.090229008,0,699.0461538
MAYO CLINIC HOSPITAL ROCHESTER,ROCHESTER,MN,55902,OLMSTED,5072555123,11.65598903,2.769770992,-0.091013226,-873.9538462
OLMSTED MEDICAL CENTER,ROCHESTER,MN,55904,OLMSTED,5072872761,-1.146839447,0.229770992,0.021554774,-1233.453846
LAKE REGION HEALTHCARE CORPORATION,FERGUS FALLS,MN,56537,OTTER TAIL,2187368000,-4.604933547,0.429770992,-0.036324226,-170.2038462
PERHAM HEALTH,PERHAM,MN,56573,OTTER TAIL,2183471301,1.240716203,1.429770992,0,-1127.453846
SANFORD MEDICAL CENTER THIEF RIVER FALLS,THIEF RIVER FALLS,MN,56701,PENNINGTON,2186814240,-0.095517297,-0.330229008,0,-688.2038462
ESSENTIA HEALTH SANDSTONE,SANDSTONE,MN,55072,PINE,3202452212,-0.615440697,-0.570229008,0,699.0461538
PIPESTONE COUNTY  MEDICAL CENTER,PIPESTONE,MN,56164,PIPESTONE,5078255811,-2.261864797,1.429770992,0,-1391.453846
ESSENTIA HEALTH FOSSTON,FOSSTON,MN,56542,POLK,2184351133,-0.008863397,1.229770992,0,-320.2038462
RIVERVIEW HOSPITAL,CROOKSTON,MN,56716,POLK,2182819200,-1.655287497,0.069770992,0,-804.9538462
GLACIAL RIDGE HOSPITAL,GLENWOOD,MN,56334,POPE,3206344521,-3.107314897,1.829770992,0,-608.2038462
GILLETTE CHILDRENS SPECIALTY HOSPITAL,SAINT PAUL,MN,55106,RAMSEY,6515785611,-0.615440697,-2.090229008,0,699.0461538
HEALTHEAST ST JOHN'S HOSPITAL,MAPLEWOOD,MN,55109,RAMSEY,6512327000,3.721342003,-1.830229008,0.654076774,885.5461538
REGIONS HOSPITAL,SAINT PAUL,MN,55101,RAMSEY,6512543456,-9.045798322,-0.630229008,-0.118183226,271.2961538
ST JOSEPH'S HOSPITAL,SAINT PAUL,MN,55102,RAMSEY,6512322185,1.158772628,-1.430229008,0,234.2961538
UNITED HOSPITAL,SAINT PAUL,MN,55102,RAMSEY,6512418802,3.075767703,-1.390229008,-0.301384226,834.5461538
REDWOOD AREA HOSPITAL,REDWOOD FALLS,MN,56283,REDWOOD,5076374500,-3.374561597,1.889770992,0,-894.2038462
RENVILLE COUNTY HOSPITAL AND CLINICS,OLIVIA,MN,56277,RENVILLE,3205231261,-0.355478997,2.609770992,0,-902.4538462
DISTRICT ONE HOSPITAL,FARIBAULT,MN,55021,RICE,5073346451,1.664307153,0.129770992,0.005174774,1197.046154
SANFORD LUVERNE MEDICAL CENTER,LUVERNE,MN,56156,ROCK,5072832321,-4.876817897,2.189770992,0,-1201.703846
LIFECARE MEDICAL CENTER,ROSEAU,MN,56751,ROSEAU,2184632500,0.511060003,0.749770992,0,699.0461538
COOK HOSPITAL,COOK,MN,55723,SAINT LOUIS,2186665945,0.684367803,1.789770992,0,699.0461538
ELY BLOOMENSON COMMUNITY HOSPITAL,ELY,MN,55731,SAINT LOUIS,2183653271,-0.615440697,2.329770992,0,699.0461538
ESSENTIA HEALTH DULUTH,DULUTH,MN,55805,SAINT LOUIS,2187862629,-0.558751847,-1.170229008,-0.086253226,-162.4538462
ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER,AURORA,MN,55705,SAINT LOUIS,2182294222,-0.615440697,-2.090229008,0,699.0461538
ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,DULUTH,MN,55805,SAINT LOUIS,2187864000,-1.664568972,-0.830229008,-0.030561226,-209.2038462
ESSENTIA HEALTH VIRGINIA,VIRGINIA,MN,55792,SAINT LOUIS,2187413340,-0.857452272,-1.910229008,0.002540774,619.0461538
ST LUKES HOSPITAL,DULUTH,MN,55805,SAINT LOUIS,2182493003,4.141299178,-1.450229008,0.153920774,1211.796154
UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,HIBBING,MN,55746,SAINT LOUIS,2183626659,-2.275798897,-0.130229008,0.003386774,72.29615385
MAYO CLINIC HEALTH SYSTEM - NEW PRAGUE,NEW PRAGUE,MN,56071,SCOTT,9527588101,-0.178528697,0.229770992,0,583.0461538
ST FRANCIS REGIONAL MEDICAL CENTER,SHAKOPEE,MN,55379,SCOTT,9524033000,0.000959028,0.009770992,0.052460774,-343.2038462
FAIRVIEW NORTHLAND REGIONAL HOSPITAL,PRINCETON,MN,55371,SHERBURNE,7633896481,-1.095398847,0.789770992,-0.047202226,665.7961538
RIDGEVIEW SIBLEY MEDICAL CENTER,ARLINGTON,MN,55307,SIBLEY,5079642271,-0.615440697,-2.090229008,0,699.0461538
CENTRA CARE HEALTH PAYNESVILLE,PAYNESVILLE,MN,56362,STEARNS,3202433779,-0.095517297,0.649770992,0,-701.2038462
CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL,MELROSE,MN,56352,STEARNS,3202564231,0.164444403,0.809770992,0,-656.7038462
CENTRACARE HEALTH SYSTEM - SAUK CENTRE,SAUK CENTRE,MN,56378,STEARNS,3203522221,-0.615440697,1.449770992,0,699.0461538
ST CLOUD HOSPITAL,SAINT CLOUD,MN,56303,STEARNS,3202512700,12.36208105,0.169770992,-0.083943226,289.0461538
OWATONNA HOSPITAL,OWATONNA,MN,55060,STEELE,5079772000,-1.829317397,0.369770992,-0.021344226,-755.4538462
STEVENS COMMUNITY MEDICAL CENTER,MORRIS,MN,56267,STEVENS,3205891313,2.970151703,0.689770992,0,-559.4538462
APPLETON MUNICIPAL HOSPITAL,APPLETON,MN,56208,SWIFT,3202898508,-0.615440697,-2.090229008,0,699.0461538
SWIFT COUNTY BENSON HOSPITAL,BENSON,MN,56215,SWIFT,3208434232,-0.615440697,1.189770992,0,699.0461538
CENTRACARE HEALTH SYSTEM - LONG PRAIRIE,LONG PRAIRIE,MN,56347,TODD,3207322141,-0.615440697,0.549770992,0,699.0461538
LAKEWOOD HEALTH SYSTEM,STAPLES,MN,56479,TODD,2188941515,-0.268825097,1.029770992,0,-1393.203846
SANFORD MEDICAL CENTER WHEATON,WHEATON,MN,56296,TRAVERSE,3205638226,-0.615440697,3.489770992,0,699.0461538
MAYO CLINIC HEALTH SYSTEM - LAKE CITY,LAKE CITY,MN,55041,WABASHA,6513455955,-0.615440697,-0.390229008,0,699.0461538
ST ELIZABETH MEDICAL CENTER,WABASHA,MN,55981,WABASHA,6515654531,-1.828595297,0.989770992,0,-1173.203846
TRI COUNTY HOSPITAL,WADENA,MN,56482,WADENA,2186313510,-0.225881197,1.329770992,0,-996.9538462
MAYO CLINIC HEALTH SYSTEM - WASECA,WASECA,MN,56093,WASECA,5077818256,-0.615440697,0.789770992,0,699.0461538
HEALTHEAST WOODWINDS HOSPITAL,WOODBURY,MN,55125,WASHINGTON,6512322185,2.947373753,0.449770992,0.060977774,-286.7038462
LAKEVIEW MEMORIAL HOSPITAL,STILLWATER,MN,55082,WASHINGTON,6514305330,1.913825128,1.669770992,-0.135045226,-781.4538462
MADELIA COMMUNITY HOSPITAL,MADELIA,MN,56062,WATONWAN,5076423255,-0.615440697,1.729770992,0,699.0461538
MAYO CLINIC HEALTH SYSTEM - ST JAMES,ST JAMES,MN,56081,WATONWAN,5073758601,-0.615440697,1.629770992,0,699.0461538
ST FRANCIS MEDICAL CENTER,BRECKENRIDGE,MN,56520,WILKIN,2186433000,-5.614846822,-1.350229008,0.014367774,-1858.703846
WINONA HEALTH SERVICES,WINONA,MN,55987,WINONA,5074543650,1.011683028,-1.210229008,-0.003734226,-316.2038462
BUFFALO HOSPITAL,BUFFALO,MN,55313,WRIGHT,7636841212,1.772552403,0.889770992,-0.016678226,633.7961538
CENTRACARE HEALTH - MONTICELLO,MONTICELLO,MN,55362,WRIGHT,7632952945,-0.236808697,1.549770992,0,-1505.453846
MUNICIPAL HOSPITAL AND GRANITE MANOR,GRANITE FALLS,MN,56241,YELLOW MEDICINE,3205643111,0.173990103,-0.690229008,0,-252.2038462
SANFORD CANBY MEDICAL CENTER,CANBY,MN,56220,YELLOW MEDICINE,5072237277,0.684367803,-0.830229008,0,-20.70384615
NORTHEAST REGIONAL MEDICAL CENTER,KIRKSVILLE,MO,63501,ADAIR,6607851000,0.932040539,0.318214286,-0.001335671,2330.792411
COMMUNITY HOSPITAL ASSOCIATION,FAIRFAX,MO,64446,ATCHISON,6606862111,0.303946064,1.818214286,0,-1474.207589
SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,MEXICO,MO,65265,AUDRAIN,5735825000,-0.008445236,0.498214286,-0.033402671,-606.9575893
COX MONETT HOSPITAL,MONETT,MO,65708,BARRY,4173541400,-0.290759036,1.918214286,0,-1001.457589
MERCY HOSPITAL CASSVILLE,CASSVILLE,MO,65625,BARRY,4178476065,0.007756764,4.798214286,0,-708.7075893
BARTON COUNTY MEMORIAL HOSPITAL,LAMAR,MO,64759,BARTON,4176826081,5.152625864,1.918214286,0,715.7924107
BATES COUNTY MEMORIAL HOSPITAL,BUTLER,MO,64730,BATES,6602007000,-1.545044536,0.758214286,-0.030648671,-227.4575893
BOONE HOSPITAL CENTER,COLUMBIA,MO,65201,BOONE,5738158000,3.869610114,0.378214286,-0.277653671,691.0424107
UNIVERSITY OF MISSOURI HEALTH CARE,COLUMBIA,MO,65212,BOONE,5738824141,-2.890093436,0.358214286,-0.101400671,257.2924107
MOSAIC LIFE CARE AT ST JOSEPH,SAINT JOSEPH,MO,64506,BUCHANAN,8162716000,4.543776189,0.498214286,-0.204876671,-431.9575893
BLACK RIVER COMMUNITY MEDICAL CENTER,POPLAR BLUFF,MO,63901,BUTLER,5736866001,0.970495364,1.418214286,-0.003682671,-1676.957589
POPLAR BLUFF REGIONAL MEDICAL CENTER,POPLAR BLUFF,MO,63901,BUTLER,5737857721,-9.375490536,-1.841785714,0.072892329,518.0424107
FULTON MEDICAL CENTER LLC,FULTON,MO,65251,CALLAWAY,5736423376,0.749087764,-3.121785714,-0.002202671,-726.2075893
LAKE REGIONAL HEALTH SYSTEM,OSAGE BEACH,MO,65065,CAMDEN,5733488000,-8.553385536,-0.401785714,0.039696329,-1073.957589
SAINT FRANCIS MEDICAL CENTER,CAPE GIRARDEAU,MO,63703,CAPE GIRARDEAU,5733313000,-6.570731636,0.218214286,-0.105332671,-601.4575893
SOUTHEASTHEALTH,CAPE GIRARDEAU,MO,63701,CAPE GIRARDEAU,5733344822,-3.640611136,0.298214286,0.065974329,265.0424107
CARROLL COUNTY MEMORIAL HOSPITAL,CARROLLTON,MO,64633,CARROLL,6605421695,-0.319767436,3.438214286,0,-1241.707589
BELTON REGIONAL MEDICAL CENTER,BELTON,MO,64012,CASS,8163481236,1.526692214,-0.101785714,-0.075932671,-281.7075893
CASS REGIONAL MEDICAL CENTER,HARRISONVILLE,MO,64701,CASS,8163805888,1.377388464,1.278214286,0,-963.7075893
CEDAR COUNTY MEMORIAL HOSPITAL,EL DORADO SPRINGS,MO,64744,CEDAR,4178762511,-0.006747436,1.218214286,0,-975.4575893
EXCELSIOR SPRINGS HOSPITAL,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,0.166560364,-1.281785714,0,525.2924107
LIBERTY HOSPITAL,LIBERTY,MO,64069,CLAY,8167817200,1.416385264,-0.041785714,0.078599329,483.2924107
NORTH KANSAS CITY HOSPITAL,NORTH KANSAS CITY,MO,64116,CLAY,8166912000,-1.113730636,0.038214286,0.006668329,1195.292411
CAMERON REGIONAL MEDICAL CENTER,CAMERON,MO,64429,CLINTON,8166322101,-4.306420411,-2.321785714,0.009186329,-650.2075893
CAPITAL REGION MEDICAL CENTER,JEFFERSON CITY,MO,65102,COLE,5736325000,-12.71510229,0.618214286,0.048091329,-562.4575893
SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,JEFFERSON CITY,MO,65109,COLE,5736813000,1.806058464,0.818214286,-0.031400671,636.7924107
COOPER COUNTY MEMORIAL HOSPITAL,BOONVILLE,MO,65233,COOPER,6608827461,-0.574023336,0.818214286,-0.003313671,-2164.207589
MISSOURI BAPTIST SULLIVAN HOSPITAL,SULLIVAN,MO,63080,CRAWFORD,5734684186,0.015286164,0.498214286,0,-1124.957589
SALEM MEMORIAL DISTRICT HOSPITAL,SALEM,MO,65560,DENT,5737296626,1.667552364,2.018214286,0,-1937.707589
TWIN RIVERS REGIONAL MEDICAL CENTER,KENNETT,MO,63857,DUNKLIN,5738884522,-3.114014161,0.058214286,0.006916329,1555.042411
MERCY HOSPITAL WASHINGTON,WASHINGTON,MO,63090,FRANKLIN,6362398000,2.581417014,-0.041785714,-0.227709671,282.2924107
HERMANN AREA DISTRICT HOSPITAL,HERMANN,MO,65041,GASCONADE,5734862191,1.613366064,-1.281785714,0,1091.792411
NORTHWEST MEDICAL CENTER,ALBANY,MO,64402,GENTRY,6607263941,2.208479789,-1.281785714,-0.065393671,-1039.207589
COX MEDICAL CENTERS,SPRINGFIELD,MO,65807,GREENE,4172696000,-0.830800311,-0.961785714,-0.101106671,-913.7075893
MERCY HOSPITAL SPRINGFIELD,SPRINGFIELD,MO,65804,GREENE,4178202000,0.206133789,-0.141785714,-0.064313671,-128.4575893
WRIGHT MEMORIAL HOSPITAL,TRENTON,MO,64683,GRUNDY,6603595621,-2.485630836,1.378214286,0,-679.7075893
HARRISON COUNTY COMMUNITY HOSPITAL,BETHANY,MO,64424,HARRISON,6604250284,-0.938654036,0.738214286,0,283.7924107
GOLDEN VALLEY MEMORIAL HOSPITAL,CLINTON,MO,64735,HENRY,6608855511,-4.677305936,1.358214286,-0.113657671,-1073.707589
MERCY ST FRANCIS HOSPITAL,MOUNTAIN VIEW,MO,65548,HOWELL,4179347000,0.438328464,5.038214286,0,359.0424107
OZARKS MEDICAL CENTER,WEST PLAINS,MO,65775,HOWELL,4172569111,-9.190547361,0.278214286,-0.117351671,-1296.457589
IRON COUNTY HOSPITAL,PILOT KNOB,MO,63663,IRON,5735461260,0.166560364,-1.281785714,0,525.2924107
CENTERPOINT MEDICAL CENTER,INDEPENDENCE,MO,64057,JACKSON,8166987000,-2.105849211,-0.101785714,0.145790329,-120.9575893
